Company,Revenue USD Mil,Earnings Per Share USD,Dividends USD,Shares Mil,Operating Cash Flow USD Mil,Working Capital USD Mil,Return on Equity perc,Return on Assets perc,Interest Coverage,Cap Ex as a perc of Sales,Total Stockholders' Equity,Days Sales Outstanding,Payables Period,Inventory Turnover,Fixed Assets Turnover,Current Ratio,Debt/Equity,R&D,Price
IIIN,453.0,1.88,0.12,19.0,54.0,123.0,15.6,11.84,374.95,4.07,73.34,36.95,44.72,4.35,4.43,2.72,,,20.940001000000002
IIIV,324.0,0.08,,27.0,18.0,-10.0,-32.5,-4.38,,1.39,38.44,11.8,4.09,,147.79,0.63,0.81,,24.02
IIN,116.0,0.64,,9.0,,63.0,9.81,6.59,,4.73,79.85,32.17,54.35,4.61,12.32,3.91,,4.01,23.360001
IIVI,1159.0,1.35,,65.0,161.0,525.0,9.14,5.43,7.66,13.24,58.14,64.32,40.64,3.09,2.6,3.22,0.41,10.12,37.959998999999996
IKNX,18.0,0.07,,2.0,1.0,8.0,1.07,0.81,3.05,3.26,75.27,44.14,14.79,5.79,2.22,6.87,0.22,3.72,7.31
ILMN,3333.0,5.56,,149.0,1142.0,2686.0,25.39,13.52,16.68,8.88,54.69,50.65,60.77,2.87,3.32,2.49,0.24,18.69,306.910004
ILPT,163.0,1.16,0.93,64.0,97.0,54.0,9.35,5.05,5.63,,67.01,121.96,218.17,,,4.96,0.47,,21.24
IMAB,,,,31.0,,,,-29.09,-51.85,175.9,-29.24,10.23,,,0.52,3.54,,,
IMAC,7.0,-0.42,,7.0,-2.0,-13.0,,-49.44,-23.61,23.58,-18.16,12.05,257.6,,3.46,0.05,,,3.99
IMBI,648.0,0.02,,6.0,3.0,101.0,0.17,0.05,0.35,1.62,33.7,55.08,53.64,5.94,12.38,2.08,0.85,,11.5
IMGN,53.0,-1.21,,140.0,-166.0,208.0,,-57.23,-14.74,9.82,3.71,14.85,20.85,336.14,3.89,3.95,0.19,,2.71
IMKTA,4093.0,4.81,0.66,26.0,161.0,237.0,17.6,5.47,2.69,3.68,32.63,6.08,18.53,8.63,3.19,1.91,1.43,,31.120001000000002
IMMP,,,,26.0,,,-42.45,-31.1,,0.45,71.33,365.47,,,103.87,7.43,0.2,379.77,2.23
IMMR,111.0,1.73,,31.0,70.0,120.0,99.42,54.9,,0.07,68.26,1.81,8588.38,,40.41,8.85,,8.76,8.21
IMMU,2.0,-1.78,,153.0,-134.0,605.0,-160.23,-66.24,-10.77,462.65,60.23,45.24,54.88,,0.21,14.82,0.55,,16.02
IMOS,,,,43.0,,,16.28,8.67,9.05,26.1,54.48,82.93,18.78,7.72,1.25,2.05,0.41,5.5,15.33
IMRA,,-1.2,,9.0,-9.0,6.0,,-147.14,,,-341.54,,,,,4.21,,,
IMRN,,,,3.0,,,-40.11,-34.35,-158.67,0.36,91.31,75.5,192.16,0.65,93.98,8.78,,122.48,7.516
IMTE,,,,3.0,,,11.36,4.27,15.06,3.97,43.0,351.58,61.81,1.41,7.0,2.47,,,6.0
IMUX,,-39.2,,1.0,-43.0,12.0,-132.78,-110.07,,,82.97,,,,,5.67,,,9.48
IMV,,,,44.0,,,-411.56,-109.79,-14.84,452.38,18.83,336.1,,,0.28,2.57,2.17,,2.92
IMXI,274.0,-0.28,,25.0,20.0,71.0,-18.03,-3.28,0.71,1.95,19.69,58.08,,,29.01,2.04,2.55,,13.04
INBK,71.0,2.3,0.24,10.0,29.0,,8.54,0.69,,3.12,8.15,,,,6.84,,1.94,,21.41
INCY,1882.0,0.51,,216.0,336.0,1407.0,6.16,4.43,75.75,3.9,72.79,55.66,332.61,13.99,6.49,4.31,0.01,63.66,83.91999799999999
INDB,383.0,4.4,1.52,28.0,142.0,,12.06,1.44,,2.9,12.13,,,,3.99,,0.1,,79.779999
INFI,22.0,-0.2,,55.0,-5.0,52.0,-22.46,-18.82,-120.0,,87.12,,4380.0,,179.32,7.75,,89.22,1.27
INFN,943.0,-1.36,,158.0,-99.0,454.0,-31.3,-14.68,-8.75,4.0,39.07,85.75,73.12,2.36,3.94,1.9,0.65,25.9,4.4
INGN,358.0,2.3,,23.0,60.0,268.0,19.29,15.93,,3.62,82.58,34.9,23.65,7.82,16.87,6.75,,1.96,68.33000200000001
INMB,,-1.11,,11.0,-2.0,,-71.82,-69.54,,,95.26,,,,,1.03,,,7.85
INMD,100.0,0.7,,32.0,37.0,48.0,71.34,37.13,,0.38,54.32,23.27,91.79,2.51,225.08,2.64,,4.17,30.76
INNT,,-0.98,,25.0,-15.0,-4.0,,-677.65,-2.93,,-56.69,,,,,0.63,,,1.16
INO,30.0,-1.05,,93.0,-74.0,53.0,-84.57,-60.92,,6.84,66.35,55.8,,,1.77,2.49,,312.51,2.94
INOD,57.0,-0.01,,26.0,4.0,13.0,0.01,0.01,,3.54,61.76,66.48,14.45,,8.2,1.91,,,1.25
INOV,528.0,-0.27,,145.0,90.0,131.0,-5.91,-2.69,-0.05,12.31,35.53,67.25,,,3.94,1.93,1.4,5.43,14.51
INPX,4.0,-2600.77,,,-27.0,-4.0,,-223.85,-14.94,23.75,39.35,174.43,4573.19,1.58,10.4,0.46,0.02,32.77,28.530001000000002
INSE,141.0,-0.99,,21.0,34.0,6.0,,-9.65,0.14,30.37,-6.0,46.54,206.38,6.02,3.17,1.12,,,6.905
INSG,202.0,-0.12,,66.0,-2.0,31.0,,-5.03,,2.16,-22.41,32.73,94.91,5.63,29.58,1.57,,10.17,4.84
INSM,10.0,-4.22,,77.0,-258.0,439.0,-113.92,-60.81,-11.72,150.63,34.45,204.67,2441.26,0.34,0.56,6.51,1.52,,23.879998999999998
INSU,,,,,,,,,,,,,,,,,,,9.91
INSUU,,,,,,,,,,,,,,,,,,,10.3803
INTC,70848.0,4.48,1.2,4701.0,29432.0,12161.0,29.07,16.76,50.82,21.43,58.6,31.76,45.45,3.81,1.57,1.73,0.33,19.12,51.040001000000004
INTG,72.0,1.53,,3.0,11.0,6.0,,3.08,1.81,0.3,-27.85,8.5,111.09,,,1.42,,,30.92
INTL,27623.0,2.87,,19.0,-74.0,617.0,11.43,0.78,,0.05,6.46,3.44,1.9,155.72,681.2,1.16,0.7,,39.59
INTU,5964.0,5.09,1.56,261.0,2112.0,288.0,65.32,26.2,76.15,2.08,45.46,6.15,62.58,,6.48,1.14,0.16,19.89,227.399994
INVA,261.0,3.53,,113.0,224.0,193.0,,86.3,9.78,,28.3,107.56,,,1414.66,34.92,2.49,,14.03
INVE,78.0,-0.35,,16.0,-5.0,13.0,-19.14,-9.42,,1.72,50.95,63.6,46.91,3.62,33.49,1.43,,9.26,5.12
INWK,1122.0,-1.47,,52.0,23.0,-7.0,-32.23,-12.06,-8.89,1.0,29.4,65.08,61.73,19.08,18.75,0.98,,,4.24
IONS,600.0,2.07,,134.0,603.0,1928.0,40.16,13.88,-0.7,2.94,41.45,23.04,23.47,44.86,4.72,7.87,0.6,,63.959998999999996
IOSP,1477.0,3.45,0.89,25.0,105.0,367.0,10.5,5.9,,2.04,56.01,64.78,42.86,4.55,7.53,2.24,0.23,2.26,84.82
IOTS,83.0,-0.85,,25.0,-18.0,13.0,-44.81,-21.66,,3.84,45.73,68.04,89.35,3.88,12.0,1.31,0.47,24.28,7.53
IOVA,,-1.27,,97.0,-101.0,461.0,-40.41,-38.85,,,96.96,,,,,33.02,,,18.200001
IPAR,676.0,1.71,0.91,32.0,63.0,382.0,12.21,6.82,38.18,1.85,67.71,69.47,81.63,1.66,66.99,3.05,0.05,,69.970001
IPGP,1460.0,7.38,,55.0,393.0,1560.0,19.11,16.35,,10.98,85.69,61.6,19.75,1.85,2.91,7.35,0.02,8.41,135.600006
IPHA,,,,54.0,,,-56.22,-18.03,-423.92,18.47,33.71,79.59,,,3.29,1.86,0.05,205.33,
IPLDP,2042.0,,,,-5.0,-235.0,9.53,3.3,3.27,,38.41,3.94,81.42,10.43,0.32,0.61,0.84,,25.530001000000002
IPWR,,-5.64,,1.0,-4.0,4.0,-97.74,-80.12,,,74.57,,,,,4.11,,,3.42
IQ,,,,553.0,,,-71.51,-28.97,-93.84,56.19,40.4,37.43,115.71,,17.43,1.0,0.29,7.98,19.15
IRBT,1093.0,3.07,,29.0,72.0,301.0,17.5,12.07,,2.97,69.8,50.94,85.98,3.95,21.51,2.41,,12.87,83.739998
IRCP,,,,32.0,,,51.44,27.41,18.45,0.97,55.11,82.42,229.01,89.5,51.74,4.27,0.42,,22.700001
IRDM,523.0,-0.22,,109.0,264.0,128.0,-1.47,-0.6,,74.83,39.9,48.59,71.49,6.0,0.16,1.49,1.14,4.29,23.299999
IRIX,43.0,-1.05,,12.0,-10.0,29.0,-42.37,-30.76,,1.03,71.9,72.6,30.79,2.77,32.48,3.57,,9.4,4.45
IRMD,30.0,0.52,,12.0,7.0,40.0,16.84,14.42,,0.87,86.59,47.9,36.17,1.74,16.28,9.5,,4.98,23.879998999999998
IROQ,22.0,0.47,0.2,4.0,5.0,,2.1,0.28,,22.48,12.78,,,,2.69,,0.83,,21.110001
IRTC,147.0,-2.11,,24.0,-29.0,76.0,-72.07,-38.19,-14.49,3.52,45.46,43.28,22.13,20.6,19.16,3.52,0.64,14.09,74.959999
IRWD,347.0,-1.85,,153.0,-71.0,147.0,,-60.22,-6.49,2.49,-59.14,85.87,189.91,89.12,20.07,2.23,,48.03,10.94
ISBC,690.0,0.72,0.38,283.0,276.0,,6.61,0.79,,2.07,11.46,,,,3.86,,,,11.75
ISEE,,1.7,,37.0,-42.0,120.0,77.89,40.34,,,90.37,,,,,10.09,,,1.38
ISIG,33.0,0.12,,12.0,7.0,13.0,8.98,6.13,,4.02,68.13,113.26,57.96,63.23,11.19,3.1,,,1.08
ISNS,15.0,0.36,,5.0,2.0,7.0,19.32,15.13,,3.82,78.89,89.85,94.39,3.43,35.0,3.43,,22.55,5.0
ISRG,3724.0,9.49,,118.0,1169.0,3512.0,19.78,16.58,,5.03,85.21,58.52,29.85,3.45,5.23,5.28,,11.23,524.549988
ISSC,14.0,-0.22,,17.0,-2.0,25.0,-10.18,-9.29,,18.4,90.76,81.67,71.16,1.73,1.79,8.56,,25.82,3.01
ISTR,62.0,1.39,0.17,10.0,16.0,,7.67,0.8,,8.01,10.2,,,,1.58,,1.26,,23.889999
ITCI,,-2.84,,55.0,-118.0,319.0,-40.18,-37.44,,,88.94,,,,,9.79,,,12.04
ITI,104.0,-0.11,,33.0,,17.0,-8.84,-5.63,,3.87,62.85,47.79,44.91,24.71,47.18,1.77,,7.66,4.84
ITIC,156.0,11.54,1.6,2.0,24.0,,12.39,8.88,,1.19,71.9,,,,15.26,,,,164.100006
ITMR,21.0,-0.6,,10.0,-6.0,3.0,-160.2,-18.66,-2.76,1.43,6.47,86.86,94.35,2.47,20.4,1.21,,19.95,
ITRI,2376.0,-2.53,,39.0,110.0,243.0,-13.24,-4.21,-0.88,2.52,27.54,60.33,63.44,7.94,11.12,1.37,1.39,8.75,62.0
ITRM,1.0,-8.82,,9.0,-76.0,81.0,-138.69,-106.56,,10.36,73.18,,,,1.2,7.61,0.18,,6.14
ITRN,235.0,2.09,1.12,21.0,44.0,71.0,38.41,22.28,,6.89,60.56,58.24,66.33,8.06,6.28,2.09,,1.35,34.049999
IVAC,95.0,0.16,,23.0,-2.0,66.0,4.16,3.02,,3.41,73.42,82.27,29.24,1.94,8.03,3.19,,17.73,5.3
IZEA,20.0,-0.67,,9.0,-6.0,-6.0,-91.41,-31.29,-20.22,4.6,31.5,97.32,88.3,,72.01,0.61,,,0.513
JACK,870.0,4.21,1.6,29.0,109.0,-89.0,,11.83,5.0,3.72,-71.86,21.08,30.04,117.52,1.65,0.52,,,81.059998
JAGX,4.0,-531.29,,,-10.0,-12.0,-296.74,-93.1,-28.06,,39.56,19.78,1631.78,0.71,4.14,0.25,0.64,97.9,71.400002
JAKK,613.0,-3.89,,21.0,11.0,147.0,-72.94,-19.91,-7.28,2.43,25.32,94.08,40.56,6.83,26.62,2.08,1.43,,2.35
JAN,42.0,0.1,,1.0,1.0,5.0,0.64,0.27,5.55,0.53,55.96,90.25,60.82,3.33,7.8,1.34,,,3.9
JAZZ,1891.0,7.3,,61.0,799.0,889.0,16.35,8.66,,6.95,52.99,47.1,97.55,2.53,10.21,3.57,0.57,11.98,129.770004
JBHT,8615.0,4.43,0.96,110.0,1088.0,151.0,24.85,10.25,16.85,11.56,41.27,41.79,33.63,332.83,2.68,1.11,0.43,,107.040001
JBLU,7658.0,0.6,,315.0,1217.0,-944.0,3.98,1.86,3.67,14.55,44.23,10.87,26.65,83.94,0.94,0.61,0.3,,17.99
JBSS,889.0,2.84,0.5,11.0,66.0,131.0,13.55,7.97,15.23,1.49,58.43,26.75,26.87,4.2,8.35,2.11,0.11,,71.870003
JCOM,1207.0,2.59,1.68,49.0,401.0,153.0,12.33,5.06,,4.73,40.45,68.9,305.29,,13.52,1.5,0.98,4.01,87.620003
JCS,66.0,-0.75,0.14,9.0,-5.0,31.0,-15.11,-12.19,-165.51,1.16,78.12,71.0,40.85,2.94,5.58,3.64,,,3.01
JCTCF,54.0,0.66,,4.0,2.0,18.0,14.21,12.75,,0.2,90.46,26.12,4.38,4.55,17.04,9.45,,,7.97
JD,,,,1456.0,,,-0.35,-0.09,1.13,3.13,28.33,16.97,69.32,8.82,20.91,0.97,0.21,1.84,35.860001000000004
JFIN,,,,54.0,,,,23.68,,0.97,-76.33,191.14,318.24,,153.81,0.56,,8.04,
JFK,,,,,,,,,,,,,,,,,,,9.901
JFKKU,,,,,,,,,,,,,,,,,,,10.16
JFU,,,,194.0,,,19.1,10.59,,0.71,58.92,10.32,18.93,,180.42,4.08,,,
JG,,,,64.0,,,,-44.42,-771.71,10.08,-62.42,37.84,8.08,,7.42,2.51,,25.17,6.54
JJSF,1138.0,5.51,1.8,19.0,123.0,265.0,14.37,11.52,107.44,5.27,81.45,41.19,32.39,7.42,4.84,3.25,,,157.179993
JKHY,1537.0,4.7,1.36,78.0,412.0,-19.0,32.77,19.03,204.66,9.76,61.79,67.53,8.63,,5.39,0.96,,5.88,134.699997
JNCE,65.0,-0.84,,33.0,-64.0,127.0,-20.19,-10.71,,2.08,48.56,,,,4.39,2.93,,107.44,4.45
JOBS,,,,61.0,,,6.81,4.19,,0.9,59.46,19.1,16.27,,5.56,3.86,0.28,,76.989998
JOUT,544.0,4.05,0.44,10.0,63.0,193.0,15.58,10.85,336.5,3.52,70.52,29.4,39.74,3.6,10.38,3.08,,3.76,71.300003
JRJC,43.0,-16.0,,2.0,-26.0,33.0,-52.4,-26.03,,5.8,43.96,166.8,82.85,,5.97,1.48,,38.03,19.299999
JRSH,69.0,0.92,,11.0,5.0,29.0,37.55,26.98,,1.27,78.56,27.44,53.43,2.6,23.17,4.65,,,6.66
JRVR,886.0,2.11,1.2,30.0,290.0,,9.09,2.17,7.13,,22.61,,,,36.66,,0.31,,41.209998999999996
JVA,91.0,0.19,,6.0,9.0,20.0,4.25,2.69,6.5,0.42,65.95,47.02,22.53,4.75,37.86,2.75,,,4.09
JYNT,32.0,0.01,,14.0,5.0,3.0,6.97,1.25,,4.37,10.04,13.5,98.31,,8.52,1.34,,,16.780001000000002
KALA,,-2.49,,27.0,-54.0,160.0,-68.57,-39.6,-19.14,,47.51,,,,,10.41,0.94,,5.53
KALU,1586.0,5.43,2.2,17.0,150.0,451.0,12.34,6.54,6.29,4.67,52.17,39.68,29.66,6.15,2.69,3.2,0.5,,98.970001
KALV,8.0,-1.53,,10.0,11.0,36.0,-53.96,-33.02,,17.0,44.39,6.46,,,8.68,2.56,,217.26,18.9
KBAL,686.0,0.92,0.28,37.0,47.0,85.0,18.65,10.7,237.76,3.25,58.46,30.58,36.54,11.97,8.33,1.7,,,15.69
KBLM,,0.01,,9.0,,,0.22,0.21,,,96.38,,,,,2.26,,,9.94
KBLMU,,,,,,,0.22,0.21,,,96.38,,,,,2.26,,,10.5
KBSF,24.0,-7.96,,2.0,2.0,33.0,-18.82,-17.19,-168.2,3.98,91.04,261.01,0.95,16.57,0.86,5.54,,,4.72
KE,1072.0,0.62,,27.0,40.0,208.0,4.8,2.88,85.96,2.47,58.4,58.45,63.39,5.7,7.8,1.91,,,16.24
KELYA,5513.0,0.58,0.3,39.0,61.0,503.0,1.96,0.97,-2.03,0.46,50.1,85.39,43.33,,63.97,1.56,,,23.5
KELYB,5513.0,0.58,0.3,39.0,61.0,503.0,1.96,0.97,-2.03,0.46,50.1,85.39,43.33,,63.97,1.56,,,23.4
KEQU,158.0,1.9,0.66,3.0,3.0,36.0,11.54,6.28,32.71,2.15,56.09,72.23,38.73,7.73,11.02,2.3,0.03,,31.6
KERN,,-0.37,,2.0,-1.0,,-2.66,-2.63,,,99.33,,,,,0.05,,,10.14
KFFB,10.0,0.16,0.4,8.0,1.0,,1.97,0.42,,1.45,21.11,,,,1.82,,0.79,,7.85
KFRC,1418.0,2.3,0.6,25.0,88.0,158.0,38.32,15.17,,0.36,44.31,59.29,8.12,,37.57,2.75,0.43,,35.119999
KGJI,2010.0,2.34,,11.0,-26.0,768.0,7.79,0.99,1.25,0.06,12.83,0.13,5.01,14.22,261.55,1.59,3.48,,1.27
KHC,26268.0,-8.36,2.5,1219.0,2574.0,1572.0,-17.32,-9.11,-7.82,3.14,49.99,23.64,90.5,6.33,3.7,1.21,0.6,,32.130001
KIDS,58.0,-0.96,,13.0,-16.0,88.0,-18.61,-12.37,-4.33,9.49,72.91,46.3,116.11,0.64,4.97,10.54,0.26,8.22,38.849998
KIN,2.0,-1.6,,31.0,-45.0,65.0,-56.5,-50.37,,707.99,85.65,167.65,2824.81,0.09,0.12,5.27,,,8.33
KINS,114.0,0.29,0.4,11.0,22.0,,3.38,1.19,2.65,2.4,33.24,,,,21.01,,0.33,,8.65
KIRK,634.0,0.33,,16.0,45.0,80.0,3.86,1.86,36.69,4.48,47.05,,38.94,5.44,5.66,1.83,,,10.22
KLAC,4037.0,5.1,2.52,157.0,1229.0,3331.0,54.45,14.39,13.73,1.66,28.84,55.28,39.94,1.74,14.16,3.73,1.38,15.08,106.57
KLDO,,-2.1,,29.0,-46.0,65.0,-838.05,-104.81,-60.44,,68.2,,,,,6.75,0.25,,9.36
KLIC,889.0,0.8,0.24,70.0,123.0,813.0,6.32,4.81,169.45,2.31,74.23,90.69,38.0,4.04,12.36,5.67,0.02,13.45,22.530001000000002
KLXE,495.0,0.71,,20.0,62.0,223.0,5.09,3.04,,16.96,50.64,71.3,38.97,28.94,2.19,3.62,0.71,0.48,15.72
KMDA,114.0,0.55,,40.0,11.0,87.0,22.09,17.14,60.83,2.52,81.36,92.7,88.3,2.84,4.56,4.7,0.01,8.51,5.61
KMPH,,-3.15,,18.0,-54.0,12.0,,-142.59,-6.99,,-248.88,,,,,1.98,,,1.495
KNDI,103.0,-0.59,,48.0,-3.0,54.0,-12.45,-6.46,-12.86,1.83,50.87,118.57,469.27,6.34,1.56,1.29,0.14,26.87,4.85
KNSA,,-3.49,,30.0,-81.0,271.0,-108.91,-55.88,,,86.74,,,,,7.37,,,13.54
KNSL,222.0,1.56,0.28,22.0,104.0,,13.46,4.69,,0.57,34.15,,,,,,,,89.860001
KOD,,-2.77,,15.0,-29.0,86.0,-458.06,-86.85,-6.51,,94.19,,,,,18.74,,,11.0
KOPN,24.0,-0.47,,73.0,-28.0,39.0,-56.95,-47.55,,4.84,80.17,52.54,77.85,4.2,6.37,4.77,,51.31,1.09
KOSS,24.0,-0.46,,7.0,1.0,10.0,-21.1,-15.71,-64.8,1.07,73.79,67.06,39.58,2.34,18.51,4.67,,,2.06
KPTI,30.0,-3.14,,57.0,-159.0,288.0,-114.13,-68.42,-70.55,7.79,53.69,,,,10.03,7.13,0.56,531.95,8.64
KRKR,,,,37.0,,,,2.3,64.96,0.33,-185.71,190.22,63.03,,226.52,4.87,,5.33,
KRMD,17.0,0.02,,39.0,1.0,7.0,10.95,9.19,,2.77,84.98,34.58,25.32,3.48,20.48,5.7,,1.39,2.88
KRNT,142.0,0.35,,35.0,33.0,108.0,7.54,6.32,,5.12,83.39,57.94,73.13,2.23,10.86,4.24,,15.39,28.83
KRNY,135.0,0.24,0.13,83.0,45.0,,1.69,0.34,,6.14,19.28,,,,2.81,,0.94,,13.41
KRTX,,-1.61,,11.0,-15.0,91.0,-44.79,-37.02,-5.78,,99.02,,,,,114.27,,,19.77
KRUS,52.0,0.22,,8.0,5.0,2.0,9.63,6.31,14.65,13.73,67.06,1.89,15.71,133.63,2.57,1.52,0.16,,25.07
KRYS,,-0.97,,11.0,-9.0,110.0,-13.39,-13.1,,,97.51,,,,,43.39,,,34.724998
KTCC,446.0,-0.12,,11.0,11.0,96.0,-1.13,-0.55,,1.01,47.9,55.39,57.24,3.89,15.38,1.97,0.25,1.39,6.8
KTOS,618.0,-0.03,,106.0,10.0,330.0,-0.68,-0.34,1.4,3.66,51.41,48.87,38.84,9.22,9.63,3.0,0.57,2.52,18.059998999999998
KTOV,1.0,-0.37,,14.0,-8.0,5.0,-58.31,-35.98,-617.78,1.6,73.89,271.19,,,30.77,2.57,,526.8,0.914
KURA,,-1.72,,35.0,-49.0,168.0,-50.19,-43.45,-61.32,,88.27,,,,,13.31,0.05,,15.24
KVHI,171.0,-0.48,,17.0,5.0,22.0,-8.02,-4.29,-3.28,9.34,53.03,61.96,61.01,4.38,3.53,1.38,0.2,8.76,10.29
KXIN,,0.06,,6.0,,,0.33,0.33,,,99.99,,,,,11.3,,,9.89
KZIA,,,,5.0,,,-27.09,-18.85,,,68.29,,,,,2.38,,,3.18
KZR,,-2.26,,10.0,-21.0,106.0,-55.75,-27.43,,,94.87,,,,,32.91,,,7.71
LACQ,,-0.22,,6.0,-1.0,1.0,-0.68,-0.66,,,96.37,,,,,4.38,,,10.17
LACQU,,,,,-1.0,1.0,-0.68,-0.66,,,96.37,,,,,4.38,,,10.42
LAKE,96.0,0.06,,8.0,1.0,66.0,0.57,0.49,52.18,0.94,87.63,47.2,36.59,1.52,11.09,7.37,0.02,,13.25
LAMR,1627.0,3.08,3.65,99.0,565.0,-91.0,27.28,6.96,3.44,7.23,24.9,49.04,12.74,,1.29,0.8,2.37,,80.010002
LANC,1223.0,4.92,2.35,27.0,161.0,285.0,21.99,17.76,,2.54,81.08,21.32,19.72,11.0,6.58,4.04,,,156.270004
LAND,37.0,0.15,0.53,16.0,10.0,5.0,1.57,0.44,1.22,61.62,31.45,,1478.4,2.67,,1.46,1.91,,12.08
LANDP,37.0,,,,10.0,5.0,1.57,0.44,1.22,61.62,31.45,,1478.4,2.67,,1.46,1.91,,25.73
LARK,43.0,2.27,0.73,5.0,21.0,,11.62,1.09,,3.02,9.32,,,,2.07,,0.45,,22.352381
LASR,191.0,0.32,,30.0,3.0,195.0,6.82,5.29,,6.12,87.07,38.03,36.65,3.83,9.71,9.27,,11.0,19.200001
LAUR,3350.0,1.73,,213.0,397.0,27.0,20.98,5.39,1.55,7.11,30.4,50.91,9.75,,2.08,1.02,1.26,,16.0
LAWS,350.0,0.67,,9.0,20.0,41.0,6.45,3.2,7.8,0.72,50.31,39.8,31.46,3.08,13.74,1.61,0.05,,36.68
LAZY,,-0.4,,2.0,-1.0,-1.0,-2.08,-2.05,,,96.3,,,,,0.28,,,5.345000000000001
LBAI,194.0,1.32,0.45,48.0,79.0,,10.41,1.12,,2.85,10.74,,,,3.89,,0.46,,16.15
LBC,129.0,0.79,0.13,57.0,59.0,,7.97,0.71,,1.14,8.38,,,,5.95,,2.24,,10.53
LBRDA,22.0,0.38,,183.0,-26.0,76.0,0.66,0.58,4.94,0.18,87.6,,,,,10.32,0.05,26.76,98.389999
LBRDK,22.0,0.38,,183.0,-26.0,76.0,0.66,0.58,4.94,0.18,87.6,,,,,10.32,0.05,26.76,99.510002
LBTYA,11957.0,-1.97,,779.0,5963.0,-6164.0,12.63,1.31,1.11,12.15,8.72,43.99,70.63,,0.72,0.4,5.59,,24.92
LBTYB,11957.0,-1.97,,779.0,5963.0,-6164.0,12.63,1.31,1.11,12.15,8.72,43.99,70.63,,0.72,0.4,5.59,,25.049999
LBTYK,11957.0,-1.97,,779.0,5963.0,-6164.0,12.63,1.31,1.11,12.15,8.72,43.99,70.63,,0.72,0.4,5.59,,24.209999
LCA,,,,32.0,,,,,,,,,,,,,,,9.81
LCAHU,,,,,,,,,,,,,,,,,,,10.0577
LCNB,59.0,1.24,0.65,12.0,20.0,,8.03,1.01,,1.02,13.38,,,,1.74,,0.21,,17.15
LCUT,705.0,-0.09,0.17,19.0,19.0,234.0,-0.7,-0.31,1.03,1.12,39.44,60.44,28.93,2.93,28.86,3.76,1.09,,8.85
LE,1452.0,0.36,,33.0,48.0,347.0,3.68,1.04,1.33,3.09,29.05,10.61,61.09,2.55,10.14,2.44,1.5,,12.25
LECO,3029.0,4.37,1.64,66.0,329.0,700.0,31.57,12.07,,2.35,37.76,47.73,49.12,5.63,6.34,2.3,0.79,,86.41999799999999
LEDS,7.0,-0.84,,4.0,-1.0,-1.0,-46.51,-18.68,,4.6,35.11,33.92,46.93,3.33,0.97,0.81,0.4,12.77,3.07
LEGH,162.0,1.07,,20.0,3.0,43.0,13.72,9.7,13.22,3.79,80.53,7.6,15.5,2.63,11.18,3.1,0.09,,14.0
LEVL,57.0,1.91,0.09,8.0,18.0,,11.08,1.06,,2.02,10.72,,,,4.31,,0.75,,24.120001000000002
LFAC,,0.08,,19.0,-1.0,,0.77,0.74,,,96.41,,,,,0.76,,,10.18
LFACU,,,,,-1.0,,0.77,0.74,,,96.41,,,,,0.76,,,10.42
LFUS,1718.0,6.52,1.6,25.0,332.0,737.0,13.68,7.56,10.08,4.35,56.55,44.14,39.06,5.34,5.82,3.5,0.46,5.08,176.91000400000001
LFVN,203.0,0.41,,14.0,13.0,15.0,31.59,11.95,27.02,2.29,42.91,3.05,49.56,2.31,41.84,1.64,0.16,,12.56
LGIH,1504.0,6.24,,25.0,-117.0,1278.0,27.11,12.55,,0.03,47.01,10.62,3.45,1.05,968.71,15.89,1.0,,70.290001
LGND,251.0,5.96,,24.0,194.0,788.0,29.84,14.84,4.59,4.73,44.49,59.11,185.52,1.1,52.47,10.58,1.09,11.08,113.0
LHCG,1810.0,2.29,,28.0,109.0,161.0,7.2,4.67,11.47,1.82,72.31,41.79,18.45,,28.73,1.78,0.18,,113.279999
LIFE,,-16.11,,2.0,-31.0,40.0,-70.52,-48.58,,,63.8,,,,,4.69,0.25,,5.123998
LILA,3705.0,-1.99,,173.0,816.0,36.0,-10.72,-2.55,-0.32,20.95,25.03,57.32,119.82,,0.88,1.02,2.05,,17.434998999999998
LILAK,3705.0,-1.99,,173.0,816.0,36.0,-10.72,-2.55,-0.32,20.95,25.03,57.32,119.82,,0.88,1.02,2.05,,17.48
LINC,263.0,-0.27,,24.0,-2.0,-7.0,-15.28,-4.35,-1.62,1.78,27.3,23.9,35.83,80.68,5.15,0.88,0.85,,2.7
LIND,310.0,0.24,,46.0,56.0,-9.0,10.21,2.53,,17.55,24.51,,20.32,22.6,1.15,0.94,1.62,,16.209999
LIQT,12.0,-0.24,,16.0,-4.0,7.0,-49.38,-30.71,-57.23,1.46,64.89,36.3,63.71,2.46,7.21,2.46,,5.4,7.52
LITE,1248.0,3.82,,63.0,248.0,913.0,31.26,17.16,8.11,7.47,60.82,53.15,53.99,5.46,4.3,5.27,0.36,12.57,53.41
LIVE,200.0,1.58,,4.0,12.0,28.0,16.22,4.38,,4.71,27.87,22.38,34.56,3.1,7.86,1.76,1.63,,7.31
LIVN,1107.0,-3.91,,48.0,120.0,37.0,-11.41,-7.5,-24.19,3.43,58.98,88.74,79.69,2.5,5.77,1.07,0.09,13.19,77.050003
